,year,Region,population,mortality_rate_100k,rGDP,proportion_under15,proportion_over60,life_expectancy,infant_death_rate_per100k,maternal_death_rate_per100k,population_density,WHO_PD,PD
320,2015,XIII - Caraga,2593738,554.6820843122937,235177755.2,34.75223788987168,7.64984744025803,68.53990590521853,813.1618759455371,125.2836611195159,122.0,10,8.387223477210615
321,2016,XIII - Caraga,2627491,568.5652205849611,251476877.7,34.47079362022553,7.79675363302861,68.83990590521853,781.6925342698538,126.88342585249802,124.0,10,8.657101146267607
322,2017,XIII - Caraga,2660236,561.1532209924233,273088164.3,34.18971098804768,7.942904313752611,69.13990590521853,888.5001381088298,110.48706380627937,125.0,10,8.930975619261638
323,2018,XIII - Caraga,2692072,570.1184812293282,290561794.2,33.908119842262764,8.0886766772954,69.43990590521854,863.5175504107542,133.02837938760268,127.0,10,9.20951006790283
324,2019,XIII - Caraga,2723012,600.3278722238463,302930146.4,33.626036168771925,8.23444773655055,69.73990590521854,1192.5191239347314,174.51499374654605,128.0,10,9.492709943362279
325,2020,XIII - Caraga,2753109,574.1145737419041,291665098.9,33.342995137497276,8.380416467346551,70.03990590521853,890.8970235360189,171.0318068106397,130.0,10,9.78096491414641
326,2021,XIII - Caraga,2835647,530.0,301056715.08457994,33.06034969222397,8.52585958397221,70.31074808198244,874.8273968188853,133.87604849743047,134.0,10,10.066917943748349
327,2022,XIII - Caraga,2865446,530.0,320023288.1349085,32.77734407523984,8.67114095870163,70.58159025874633,874.8273968188853,133.87604849743047,135.0,10,10.357287713935616
328,2023,XIII - Caraga,2894155,530.0,342296908.98909813,32.49390888094672,8.81652922151375,70.85243243551025,874.8273968188853,133.87604849743047,137.0,10,10.652144782019286
329,2024,XIII - Caraga,2921727,530.0,365367720.6549634,32.20943759592543,8.962210792248031,71.12327461227414,874.8273968188853,133.87604849743047,138.0,10,10.95201798873592
330,2025,XIII - Caraga,2948422,530.0,388970475.409274,31.92551170731522,9.10741605757574,71.39411678903804,874.8273968188853,133.87604849743047,139.0,10,11.255585313366122
331,2026,XIII - Caraga,2975365,530.0,414136865.168254,31.48252195229701,9.31522134127723,71.63411678903805,874.8273968188853,133.87604849743047,140.0,10,11.695012621927297
332,2027,XIII - Caraga,3002596,530.0,441055761.40419054,31.07909776623657,9.50446652468534,71.87411678903806,874.8273968188853,133.87604849743047,142.0,10,12.107584542628373
333,2028,XIII - Caraga,3030102,530.0,469724385.8954629,30.71016505512436,9.67753185143602,72.11411678903805,874.8273968188853,133.87604849743047,143.0,10,12.496075425911215
334,2029,XIII - Caraga,3057890,530.0,500256470.978668,30.37148179292925,9.83640724435004,72.35411678903806,874.8273968188853,133.87604849743047,144.0,10,12.862912681551014
335,2030,XIII - Caraga,3085948,530.0,532773141.5922815,30.05947418153521,9.982769162358949,72.59411678903805,874.8273968188853,133.87604849743047,146.0,10,13.210224663886459
336,2010,BARMM,3256140,38.41972396764267,131635468.3,42.47418890352624,2.8798137311969603,59.936557079323656,264.2356982428326,13.211784912141631,88.0,10,2.608699059716239
337,2011,BARMM,3359882,42.59077132095203,141744037.3,42.38460188409016,2.8990947436239702,60.43655707932366,467.8362573099415,51.98180636777128,91.0,10,2.7014666507395995
338,2012,BARMM,3463625,46.48308408391484,154218300.7,42.300291869315245,2.91724003356474,60.93655707932366,246.5999103273053,67.254520998356,94.0,10,2.793596617617482
339,2013,BARMM,3567368,41.59929207199346,165084288.2,42.22080594588109,2.93434707749982,61.43655707932366,322.97754537065515,38.449707782220855,97.0,10,2.885173267748283
340,2014,BARMM,3671111,44.50968415230789,178403975.0,42.14574158892011,2.95050250725405,61.93655707932366,669.6881553135357,67.64526821348846,100.0,10,2.9762736950880586
341,2015,BARMM,3774854,77.83082471533999,172907712.7,42.074739844242984,2.96578357732511,62.43655707932366,1325.7575757575758,128.51731601731603,102.0,10,3.066968471008814
342,2016,BARMM,3853142,83.98340886476544,184572657.7,41.57215072789946,3.19845466375233,62.91661999161957,672.7395628802266,35.40734541474877,105.0,10,3.355966742826904
343,2017,BARMM,3932991,77.19315909952502,210663684.9,41.07016771713945,3.43062061418396,63.39668290391548,540.5859615707803,53.21830709764159,107.0,10,3.657678247375809
344,2018,BARMM,4014587,92.23862878049472,235393060.3,40.5676598863096,3.6624938007321797,63.876745816211375,583.9511843054918,39.36749557115675,109.0,10,3.9726425068909013
345,2019,BARMM,4097957,71.4990420836529,254779370.3,40.064549237583506,3.89435516282869,64.35680872850727,519.2993334366765,62.00589055960316,111.0,10,4.3009334353094175
346,2020,BARMM,4183316,110.58213149568428,260254049.6,39.55955036626447,4.12672626213272,64.8368716408032,525.9835893120135,119.22294691072304,113.0,10,4.643297452679707
347,2021,BARMM,4936052,66.0,268634229.99712,39.055518099533195,4.35849152485613,65.26696600924706,558.1504339842759,61.4802172586516,134.0,10,4.99062431806993
348,2022,BARMM,5010575,66.0,285558186.4869386,38.55113187302025,4.59010052452064,65.69706037769092,558.1504339842759,61.4802172586516,136.0,10,5.350686854815692
349,2023,BARMM,5083327,66.0,305433036.26642954,38.04636933009143,4.82177381544778,66.12715474613476,558.1504339842759,61.4802172586516,138.0,10,5.723520280901153
350,2024,BARMM,5154121,66.0,326019222.91078687,37.53987831238527,5.054111641439659,66.55724911457862,558.1504339842759,61.4802172586516,139.0,10,6.11000309993031
351,2025,BARMM,5223370,66.0,347080064.7108237,37.03464488010943,5.28564331200023,66.98734348302247,558.1504339842759,61.4802172586516,141.0,10,6.508290470749333
352,2026,BARMM,5293197,66.0,369536144.897614,36.60970548123918,5.55832205810753,67.33750076376225,558.1504339842759,61.4802172586516,143.0,10,6.850954066599305
353,2027,BARMM,5363601,66.0,393555994.3159589,36.20617991386847,5.81725979375977,67.687658044502,558.1504339842759,61.4802172586516,145.0,10,7.187703865525784
354,2028,BARMM,5434584,66.0,419137133.94649625,35.82248930943775,6.06346966083136,68.03781532524178,558.1504339842759,61.4802172586516,147.0,10,7.518602878595095
355,2029,BARMM,5506197,66.0,446381047.6530185,35.4572062920753,6.29786759007375,68.38797260598153,558.1504339842759,61.4802172586516,149.0,10,7.84374496112981
356,2030,BARMM,5578399,66.0,475395815.7504647,35.10903723454909,6.5212836872678706,68.7381298867213,558.1504339842759,61.4802172586516,151.0,10,8.163246980323498
