,year,Region,under15_population,total_population,over60_population,proportion_under15,proportion_over60
316,2011,XII - SOCCSKSARGEN,1498812.4,4229835.6,228551.4,0.3543429442033161,0.05403316384211245
317,2012,XII - SOCCSKSARGEN,1511924.8,4306771.2,239402.8,0.3510576090041653,0.05558753620345561
318,2013,XII - SOCCSKSARGEN,1525037.2,4383706.8,250254.2,0.3478875913872707,0.0570873489987971
319,2014,XII - SOCCSKSARGEN,1538149.6,4460642.4,261105.6,0.3448269244806533,0.058535425301073224
320,2015,XII - SOCCSKSARGEN,1551262.0,4537578.0,271957.0,0.34187004609066773,0.05993439672001231
321,2016,XII - SOCCSKSARGEN,1563765.0,4621162.0,287239.0,0.33839216197138294,0.062157310217646554
322,2017,XII - SOCCSKSARGEN,1574463.0,4701027.0,302614.0,0.3349189443072758,0.06437189150370759
323,2018,XII - SOCCSKSARGEN,1583430.0,4777419.0,318102.0,0.3314404702622902,0.06658448840262912
324,2019,XII - SOCCSKSARGEN,1590701.0,4850329.0,333680.0,0.3279573406257596,0.06879533326502181
325,2020,XII - SOCCSKSARGEN,1596329.0,4919936.0,349367.0,0.3244613344563832,0.07101047655904467
326,2021,XII - SOCCSKSARGEN,1600324.0,4985878.0,365060.0,0.3209713514851346,0.0732187991763938
327,2022,XII - SOCCSKSARGEN,1602729.0,5048327.0,380779.0,0.3174772553362728,0.07542677009631112
328,2023,XII - SOCCSKSARGEN,1603588.0,5107296.0,396500.0,0.3139798437372731,0.0776340357010833
329,2024,XII - SOCCSKSARGEN,1602940.0,5162940.0,412243.0,0.3104703909013082,0.0798465602931663
330,2025,XII - SOCCSKSARGEN,1600814.0,5214931.0,427903.0,0.30696743638602314,0.08205343464755334
331,2026,XII - SOCCSKSARGEN,1616591.2,5354704.8,457422.4,0.30190108705899155,0.0854243916490037
332,2027,XII - SOCCSKSARGEN,1632368.4,5494478.6,486941.8,0.29709250300838375,0.08862384139597887
333,2028,XII - SOCCSKSARGEN,1648145.6,5634252.4,516461.2,0.2925225004119446,0.09166454807739888
334,2029,XII - SOCCSKSARGEN,1663922.8,5774026.2,545980.6,0.28817375300444603,0.0945580399340758
335,2030,XII - SOCCSKSARGEN,1679700.0,5913800.0,575500.0,0.2840305725590991,0.0973147553180696
336,2010,XIII - Caraga,884700.0,2451900.0,168500.0,0.3608222195032424,0.06872221542477262
337,2011,XIII - Caraga,888036.4,2480267.6,174483.4,0.35804055981701327,0.07034861883451608
338,2012,XIII - Caraga,891372.8,2508635.2,180466.8,0.35532181004236885,0.07193823956548165
339,2013,XIII - Caraga,894709.2,2537002.8,186450.2,0.3526638598901034,0.07349231147872601
340,2014,XIII - Caraga,898045.6,2565370.4,192433.6,0.35006469241244853,0.075012013859675
341,2015,XIII - Caraga,901382.0,2593738.0,198417.0,0.34752237889871684,0.07649847440258037
342,2016,XIII - Caraga,905717.0,2627491.0,204859.0,0.3447079362022553,0.07796753633028619
343,2017,XIII - Caraga,909527.0,2660236.0,211300.0,0.3418971098804768,0.07942904313752615
344,2018,XIII - Caraga,912831.0,2692072.0,217753.0,0.3390811984226276,0.08088676677295406
345,2019,XIII - Caraga,915641.0,2723012.0,224225.0,0.33626036168771933,0.08234447736550556
346,2020,XIII - Caraga,917969.0,2753109.0,230722.0,0.3334299513749728,0.08380416467346552
347,2021,XIII - Caraga,919811.0,2782218.0,237208.0,0.3306034969222397,0.08525859583972212
348,2022,XIII - Caraga,921183.0,2810426.0,243696.0,0.3277734407523984,0.08671140958701634
349,2023,XIII - Caraga,922092.0,2837738.0,250190.0,0.32493908880946726,0.08816529221513755
350,2024,XIII - Caraga,922544.0,2864204.0,256696.0,0.3220943759592543,0.08962210792248038
351,2025,XIII - Caraga,922548.0,2889689.0,263176.0,0.3192551170731522,0.09107416057575746
352,2026,XIII - Caraga,954358.4,3031391.2,282380.8,0.31482521952297016,0.09315221341277231
353,2027,XIII - Caraga,986168.8,3173093.4,301585.6,0.31079097766236574,0.09504466524685343
354,2028,XIII - Caraga,1017979.2,3314795.6,320790.4,0.3071016505512436,0.09677531851436029
355,2029,XIII - Caraga,1049789.6,3456497.8,339995.2,0.3037148179292925,0.09836407244350048
356,2030,XIII - Caraga,1081600.0,3598200.0,359200.0,0.3005947418153521,0.09982769162358958
