,year,Region,Age,population
6,2016,REGION X (NORTHERN MINDANAO),80 and over,33714.0
7,2017,REGION X (NORTHERN MINDANAO),0-4,544192.0
7,2017,REGION X (NORTHERN MINDANAO),10-14,509190.0
7,2017,REGION X (NORTHERN MINDANAO),15-19,486034.0
7,2017,REGION X (NORTHERN MINDANAO),20-24,446936.0
7,2017,REGION X (NORTHERN MINDANAO),25-29,398877.0
7,2017,REGION X (NORTHERN MINDANAO),30-34,341818.0
7,2017,REGION X (NORTHERN MINDANAO),35-39,308212.0
7,2017,REGION X (NORTHERN MINDANAO),40-44,266572.0
7,2017,REGION X (NORTHERN MINDANAO),45-49,241455.0
7,2017,REGION X (NORTHERN MINDANAO),5-9,537441.0
7,2017,REGION X (NORTHERN MINDANAO),50-54,208402.0
7,2017,REGION X (NORTHERN MINDANAO),55-59,173837.0
7,2017,REGION X (NORTHERN MINDANAO),60-64,135142.0
7,2017,REGION X (NORTHERN MINDANAO),65-69,92446.0
7,2017,REGION X (NORTHERN MINDANAO),70-74,59616.0
7,2017,REGION X (NORTHERN MINDANAO),75-79,40481.0
7,2017,REGION X (NORTHERN MINDANAO),80 and over,35007.0
8,2018,REGION X (NORTHERN MINDANAO),0-4,542185.0
8,2018,REGION X (NORTHERN MINDANAO),10-14,508335.0
8,2018,REGION X (NORTHERN MINDANAO),15-19,488717.0
8,2018,REGION X (NORTHERN MINDANAO),20-24,451741.0
8,2018,REGION X (NORTHERN MINDANAO),25-29,406719.0
8,2018,REGION X (NORTHERN MINDANAO),30-34,354277.0
8,2018,REGION X (NORTHERN MINDANAO),35-39,316206.0
8,2018,REGION X (NORTHERN MINDANAO),40-44,271211.0
8,2018,REGION X (NORTHERN MINDANAO),45-49,245613.0
8,2018,REGION X (NORTHERN MINDANAO),5-9,535343.0
8,2018,REGION X (NORTHERN MINDANAO),50-54,212631.0
8,2018,REGION X (NORTHERN MINDANAO),55-59,179095.0
8,2018,REGION X (NORTHERN MINDANAO),60-64,140479.0
8,2018,REGION X (NORTHERN MINDANAO),65-69,97930.0
8,2018,REGION X (NORTHERN MINDANAO),70-74,63611.0
8,2018,REGION X (NORTHERN MINDANAO),75-79,42120.0
8,2018,REGION X (NORTHERN MINDANAO),80 and over,36299.0
9,2019,REGION X (NORTHERN MINDANAO),0-4,539573.0
9,2019,REGION X (NORTHERN MINDANAO),10-14,506939.0
9,2019,REGION X (NORTHERN MINDANAO),15-19,490978.0
9,2019,REGION X (NORTHERN MINDANAO),20-24,456225.0
9,2019,REGION X (NORTHERN MINDANAO),25-29,414376.0
9,2019,REGION X (NORTHERN MINDANAO),30-34,366736.0
9,2019,REGION X (NORTHERN MINDANAO),35-39,324111.0
9,2019,REGION X (NORTHERN MINDANAO),40-44,275699.0
9,2019,REGION X (NORTHERN MINDANAO),45-49,249638.0
9,2019,REGION X (NORTHERN MINDANAO),5-9,532645.0
9,2019,REGION X (NORTHERN MINDANAO),50-54,216754.0
9,2019,REGION X (NORTHERN MINDANAO),55-59,184311.0
9,2019,REGION X (NORTHERN MINDANAO),60-64,145817.0
9,2019,REGION X (NORTHERN MINDANAO),65-69,103463.0
9,2019,REGION X (NORTHERN MINDANAO),70-74,67645.0
9,2019,REGION X (NORTHERN MINDANAO),75-79,43761.0
9,2019,REGION X (NORTHERN MINDANAO),80 and over,37588.0
10,2020,REGION X (NORTHERN MINDANAO),0-4,536366.0
10,2020,REGION X (NORTHERN MINDANAO),10-14,505006.0
10,2020,REGION X (NORTHERN MINDANAO),15-19,492825.0
10,2020,REGION X (NORTHERN MINDANAO),20-24,460402.0
10,2020,REGION X (NORTHERN MINDANAO),25-29,421859.0
10,2020,REGION X (NORTHERN MINDANAO),30-34,379209.0
10,2020,REGION X (NORTHERN MINDANAO),35-39,331947.0
10,2020,REGION X (NORTHERN MINDANAO),40-44,280058.0
10,2020,REGION X (NORTHERN MINDANAO),45-49,253532.0
10,2020,REGION X (NORTHERN MINDANAO),5-9,529352.0
10,2020,REGION X (NORTHERN MINDANAO),50-54,220783.0
10,2020,REGION X (NORTHERN MINDANAO),55-59,189492.0
10,2020,REGION X (NORTHERN MINDANAO),60-64,151164.0
10,2020,REGION X (NORTHERN MINDANAO),65-69,109050.0
10,2020,REGION X (NORTHERN MINDANAO),70-74,71726.0
10,2020,REGION X (NORTHERN MINDANAO),75-79,45402.0
10,2020,REGION X (NORTHERN MINDANAO),80 and over,38878.0
11,2021,REGION X (NORTHERN MINDANAO),0-4,532598.0
11,2021,REGION X (NORTHERN MINDANAO),10-14,502567.0
11,2021,REGION X (NORTHERN MINDANAO),15-19,494259.0
11,2021,REGION X (NORTHERN MINDANAO),20-24,464247.0
11,2021,REGION X (NORTHERN MINDANAO),25-29,429123.0
11,2021,REGION X (NORTHERN MINDANAO),30-34,391614.0
11,2021,REGION X (NORTHERN MINDANAO),35-39,339660.0
11,2021,REGION X (NORTHERN MINDANAO),40-44,284256.0
11,2021,REGION X (NORTHERN MINDANAO),45-49,257278.0
11,2021,REGION X (NORTHERN MINDANAO),5-9,525503.0
11,2021,REGION X (NORTHERN MINDANAO),50-54,224686.0
11,2021,REGION X (NORTHERN MINDANAO),55-59,194606.0
11,2021,REGION X (NORTHERN MINDANAO),60-64,156483.0
11,2021,REGION X (NORTHERN MINDANAO),65-69,114658.0
11,2021,REGION X (NORTHERN MINDANAO),70-74,75829.0
11,2021,REGION X (NORTHERN MINDANAO),75-79,47037.0
11,2021,REGION X (NORTHERN MINDANAO),80 and over,40159.0
12,2022,REGION X (NORTHERN MINDANAO),0-4,528278.0
12,2022,REGION X (NORTHERN MINDANAO),10-14,499635.0
12,2022,REGION X (NORTHERN MINDANAO),15-19,495292.0
12,2022,REGION X (NORTHERN MINDANAO),20-24,467779.0
12,2022,REGION X (NORTHERN MINDANAO),25-29,436181.0
12,2022,REGION X (NORTHERN MINDANAO),30-34,403969.0
12,2022,REGION X (NORTHERN MINDANAO),35-39,347266.0
12,2022,REGION X (NORTHERN MINDANAO),40-44,288309.0
12,2022,REGION X (NORTHERN MINDANAO),45-49,260881.0
12,2022,REGION X (NORTHERN MINDANAO),5-9,521110.0
12,2022,REGION X (NORTHERN MINDANAO),50-54,228480.0
12,2022,REGION X (NORTHERN MINDANAO),55-59,199657.0
12,2022,REGION X (NORTHERN MINDANAO),60-64,161785.0
12,2022,REGION X (NORTHERN MINDANAO),65-69,120290.0
12,2022,REGION X (NORTHERN MINDANAO),70-74,79955.0
12,2022,REGION X (NORTHERN MINDANAO),75-79,48667.0
12,2022,REGION X (NORTHERN MINDANAO),80 and over,41430.0
13,2023,REGION X (NORTHERN MINDANAO),0-4,523425.0
13,2023,REGION X (NORTHERN MINDANAO),10-14,496223.0
13,2023,REGION X (NORTHERN MINDANAO),15-19,495932.0
13,2023,REGION X (NORTHERN MINDANAO),20-24,470992.0
13,2023,REGION X (NORTHERN MINDANAO),25-29,443028.0
13,2023,REGION X (NORTHERN MINDANAO),30-34,416256.0
13,2023,REGION X (NORTHERN MINDANAO),35-39,354758.0
13,2023,REGION X (NORTHERN MINDANAO),40-44,292212.0
13,2023,REGION X (NORTHERN MINDANAO),45-49,264341.0
13,2023,REGION X (NORTHERN MINDANAO),5-9,516188.0
13,2023,REGION X (NORTHERN MINDANAO),50-54,232156.0
13,2023,REGION X (NORTHERN MINDANAO),55-59,204646.0
13,2023,REGION X (NORTHERN MINDANAO),60-64,167061.0
13,2023,REGION X (NORTHERN MINDANAO),65-69,125941.0
13,2023,REGION X (NORTHERN MINDANAO),70-74,84102.0
13,2023,REGION X (NORTHERN MINDANAO),75-79,50289.0
13,2023,REGION X (NORTHERN MINDANAO),80 and over,42695.0
14,2024,REGION X (NORTHERN MINDANAO),0-4,518038.0
14,2024,REGION X (NORTHERN MINDANAO),10-14,492335.0
14,2024,REGION X (NORTHERN MINDANAO),15-19,496188.0
14,2024,REGION X (NORTHERN MINDANAO),20-24,473895.0
14,2024,REGION X (NORTHERN MINDANAO),25-29,449675.0
14,2024,REGION X (NORTHERN MINDANAO),30-34,428498.0
14,2024,REGION X (NORTHERN MINDANAO),35-39,362155.0
14,2024,REGION X (NORTHERN MINDANAO),40-44,295979.0
14,2024,REGION X (NORTHERN MINDANAO),45-49,267670.0
14,2024,REGION X (NORTHERN MINDANAO),5-9,510744.0
14,2024,REGION X (NORTHERN MINDANAO),50-54,235728.0
14,2024,REGION X (NORTHERN MINDANAO),55-59,209579.0
14,2024,REGION X (NORTHERN MINDANAO),60-64,172320.0
14,2024,REGION X (NORTHERN MINDANAO),65-69,131617.0
14,2024,REGION X (NORTHERN MINDANAO),70-74,88271.0
14,2024,REGION X (NORTHERN MINDANAO),75-79,51906.0
14,2024,REGION X (NORTHERN MINDANAO),80 and over,43952.0
15,2025,REGION X (NORTHERN MINDANAO),0-4,512167.0
15,2025,REGION X (NORTHERN MINDANAO),10-14,488012.0
15,2025,REGION X (NORTHERN MINDANAO),15-19,496067.0
15,2025,REGION X (NORTHERN MINDANAO),20-24,476479.0
15,2025,REGION X (NORTHERN MINDANAO),25-29,456077.0
15,2025,REGION X (NORTHERN MINDANAO),30-34,440608.0
15,2025,REGION X (NORTHERN MINDANAO),35-39,369403.0
15,2025,REGION X (NORTHERN MINDANAO),40-44,299585.0
15,2025,REGION X (NORTHERN MINDANAO),45-49,270844.0
15,2025,REGION X (NORTHERN MINDANAO),5-9,504825.0
15,2025,REGION X (NORTHERN MINDANAO),50-54,239169.0
15,2025,REGION X (NORTHERN MINDANAO),55-59,214422.0
15,2025,REGION X (NORTHERN MINDANAO),60-64,177526.0
15,2025,REGION X (NORTHERN MINDANAO),65-69,137280.0
15,2025,REGION X (NORTHERN MINDANAO),70-74,92438.0
15,2025,REGION X (NORTHERN MINDANAO),75-79,53508.0
15,2025,REGION X (NORTHERN MINDANAO),80 and over,45194.0
16,2026,REGION X (NORTHERN MINDANAO),0-4,511513.6
16,2026,REGION X (NORTHERN MINDANAO),10-14,492909.6
16,2026,REGION X (NORTHERN MINDANAO),15-19,495733.6
16,2026,REGION X (NORTHERN MINDANAO),20-24,481943.2
16,2026,REGION X (NORTHERN MINDANAO),25-29,461601.6
16,2026,REGION X (NORTHERN MINDANAO),30-34,444706.4
16,2026,REGION X (NORTHERN MINDANAO),35-39,384742.4
16,2026,REGION X (NORTHERN MINDANAO),40-44,314628.0
16,2026,REGION X (NORTHERN MINDANAO),45-49,277555.2
16,2026,REGION X (NORTHERN MINDANAO),5-9,507100.0
16,2026,REGION X (NORTHERN MINDANAO),50-54,245975.2
16,2026,REGION X (NORTHERN MINDANAO),55-59,219117.6
16,2026,REGION X (NORTHERN MINDANAO),60-64,183740.8
16,2026,REGION X (NORTHERN MINDANAO),65-69,143164.0
16,2026,REGION X (NORTHERN MINDANAO),70-74,98430.4
16,2026,REGION X (NORTHERN MINDANAO),75-79,57906.4
16,2026,REGION X (NORTHERN MINDANAO),80 and over,48335.2
17,2027,REGION X (NORTHERN MINDANAO),0-4,510860.2
17,2027,REGION X (NORTHERN MINDANAO),10-14,497807.2
17,2027,REGION X (NORTHERN MINDANAO),15-19,495400.2
17,2027,REGION X (NORTHERN MINDANAO),20-24,487407.4
17,2027,REGION X (NORTHERN MINDANAO),25-29,467126.2
17,2027,REGION X (NORTHERN MINDANAO),30-34,448804.8
17,2027,REGION X (NORTHERN MINDANAO),35-39,400081.8
17,2027,REGION X (NORTHERN MINDANAO),40-44,329671.0
17,2027,REGION X (NORTHERN MINDANAO),45-49,284266.4
17,2027,REGION X (NORTHERN MINDANAO),5-9,509375.0
17,2027,REGION X (NORTHERN MINDANAO),50-54,252781.4
17,2027,REGION X (NORTHERN MINDANAO),55-59,223813.2
17,2027,REGION X (NORTHERN MINDANAO),60-64,189955.6
17,2027,REGION X (NORTHERN MINDANAO),65-69,149048.0
17,2027,REGION X (NORTHERN MINDANAO),70-74,104422.8
17,2027,REGION X (NORTHERN MINDANAO),75-79,62304.8
17,2027,REGION X (NORTHERN MINDANAO),80 and over,51476.4
18,2028,REGION X (NORTHERN MINDANAO),0-4,510206.8
18,2028,REGION X (NORTHERN MINDANAO),10-14,502704.8
18,2028,REGION X (NORTHERN MINDANAO),15-19,495066.8
18,2028,REGION X (NORTHERN MINDANAO),20-24,492871.6
18,2028,REGION X (NORTHERN MINDANAO),25-29,472650.8
18,2028,REGION X (NORTHERN MINDANAO),30-34,452903.2
18,2028,REGION X (NORTHERN MINDANAO),35-39,415421.2
18,2028,REGION X (NORTHERN MINDANAO),40-44,344714.0
18,2028,REGION X (NORTHERN MINDANAO),45-49,290977.6
18,2028,REGION X (NORTHERN MINDANAO),5-9,511650.0
18,2028,REGION X (NORTHERN MINDANAO),50-54,259587.6
18,2028,REGION X (NORTHERN MINDANAO),55-59,228508.8
18,2028,REGION X (NORTHERN MINDANAO),60-64,196170.4
18,2028,REGION X (NORTHERN MINDANAO),65-69,154932.0
18,2028,REGION X (NORTHERN MINDANAO),70-74,110415.2
18,2028,REGION X (NORTHERN MINDANAO),75-79,66703.2
18,2028,REGION X (NORTHERN MINDANAO),80 and over,54617.6
19,2029,REGION X (NORTHERN MINDANAO),0-4,509553.4
19,2029,REGION X (NORTHERN MINDANAO),10-14,507602.4
19,2029,REGION X (NORTHERN MINDANAO),15-19,494733.4
19,2029,REGION X (NORTHERN MINDANAO),20-24,498335.8
19,2029,REGION X (NORTHERN MINDANAO),25-29,478175.4
19,2029,REGION X (NORTHERN MINDANAO),30-34,457001.6
19,2029,REGION X (NORTHERN MINDANAO),35-39,430760.6
19,2029,REGION X (NORTHERN MINDANAO),40-44,359757.0
19,2029,REGION X (NORTHERN MINDANAO),45-49,297688.8
19,2029,REGION X (NORTHERN MINDANAO),5-9,513925.0
19,2029,REGION X (NORTHERN MINDANAO),50-54,266393.8
19,2029,REGION X (NORTHERN MINDANAO),55-59,233204.4
19,2029,REGION X (NORTHERN MINDANAO),60-64,202385.2
19,2029,REGION X (NORTHERN MINDANAO),65-69,160816.0
19,2029,REGION X (NORTHERN MINDANAO),70-74,116407.6
19,2029,REGION X (NORTHERN MINDANAO),75-79,71101.6
19,2029,REGION X (NORTHERN MINDANAO),80 and over,57758.8
20,2030,REGION X (NORTHERN MINDANAO),0-4,508900.0
20,2030,REGION X (NORTHERN MINDANAO),10-14,512500.0
20,2030,REGION X (NORTHERN MINDANAO),15-19,494400.0
20,2030,REGION X (NORTHERN MINDANAO),20-24,503800.0
20,2030,REGION X (NORTHERN MINDANAO),25-29,483700.0
20,2030,REGION X (NORTHERN MINDANAO),30-34,461100.0
20,2030,REGION X (NORTHERN MINDANAO),35-39,446100.0
20,2030,REGION X (NORTHERN MINDANAO),40-44,374800.0
20,2030,REGION X (NORTHERN MINDANAO),45-49,304400.0
20,2030,REGION X (NORTHERN MINDANAO),5-9,516200.0
20,2030,REGION X (NORTHERN MINDANAO),50-54,273200.0
20,2030,REGION X (NORTHERN MINDANAO),55-59,237900.0
20,2030,REGION X (NORTHERN MINDANAO),60-64,208600.0
20,2030,REGION X (NORTHERN MINDANAO),65-69,166700.0
20,2030,REGION X (NORTHERN MINDANAO),70-74,122400.0
20,2030,REGION X (NORTHERN MINDANAO),75-79,75500.0
20,2030,REGION X (NORTHERN MINDANAO),80 and over,60900.0
0,2010,REGION XI (DAVAO REGION),0-4,519300.0
0,2010,REGION XI (DAVAO REGION),10-14,481100.0
0,2010,REGION XI (DAVAO REGION),15-19,478300.0
0,2010,REGION XI (DAVAO REGION),20-24,431000.0
0,2010,REGION XI (DAVAO REGION),25-29,361600.0
0,2010,REGION XI (DAVAO REGION),30-34,326800.0
0,2010,REGION XI (DAVAO REGION),35-39,291900.0
0,2010,REGION XI (DAVAO REGION),40-44,261200.0
0,2010,REGION XI (DAVAO REGION),45-49,224300.0
0,2010,REGION XI (DAVAO REGION),5-9,495400.0
0,2010,REGION XI (DAVAO REGION),50-54,190400.0
0,2010,REGION XI (DAVAO REGION),55-59,146200.0
0,2010,REGION XI (DAVAO REGION),60-64,103600.0
0,2010,REGION XI (DAVAO REGION),65-69,68500.0
0,2010,REGION XI (DAVAO REGION),70-74,51500.0
0,2010,REGION XI (DAVAO REGION),75-79,30300.0
0,2010,REGION XI (DAVAO REGION),80 and over,26800.0
1,2011,REGION XI (DAVAO REGION),0-4,522946.4
1,2011,REGION XI (DAVAO REGION),10-14,485785.2
1,2011,REGION XI (DAVAO REGION),15-19,481050.8
1,2011,REGION XI (DAVAO REGION),20-24,438066.6
1,2011,REGION XI (DAVAO REGION),25-29,373681.4
1,2011,REGION XI (DAVAO REGION),30-34,332259.0
1,2011,REGION XI (DAVAO REGION),35-39,297237.8
1,2011,REGION XI (DAVAO REGION),40-44,264710.8
1,2011,REGION XI (DAVAO REGION),45-49,229274.4
1,2011,REGION XI (DAVAO REGION),5-9,503215.6
1,2011,REGION XI (DAVAO REGION),50-54,194261.6
1,2011,REGION XI (DAVAO REGION),55-59,151874.4
1,2011,REGION XI (DAVAO REGION),60-64,109333.2
1,2011,REGION XI (DAVAO REGION),65-69,72423.8
1,2011,REGION XI (DAVAO REGION),70-74,52040.8
1,2011,REGION XI (DAVAO REGION),75-79,31729.6
1,2011,REGION XI (DAVAO REGION),80 and over,27830.2
2,2012,REGION XI (DAVAO REGION),0-4,526592.8
2,2012,REGION XI (DAVAO REGION),10-14,490470.4
2,2012,REGION XI (DAVAO REGION),15-19,483801.6
2,2012,REGION XI (DAVAO REGION),20-24,445133.2
2,2012,REGION XI (DAVAO REGION),25-29,385762.8
2,2012,REGION XI (DAVAO REGION),30-34,337718.0
2,2012,REGION XI (DAVAO REGION),35-39,302575.6
2,2012,REGION XI (DAVAO REGION),40-44,268221.6
2,2012,REGION XI (DAVAO REGION),45-49,234248.8
2,2012,REGION XI (DAVAO REGION),5-9,511031.2
2,2012,REGION XI (DAVAO REGION),50-54,198123.2
2,2012,REGION XI (DAVAO REGION),55-59,157548.8
2,2012,REGION XI (DAVAO REGION),60-64,115066.4
2,2012,REGION XI (DAVAO REGION),65-69,76347.6
2,2012,REGION XI (DAVAO REGION),70-74,52581.6
2,2012,REGION XI (DAVAO REGION),75-79,33159.2
2,2012,REGION XI (DAVAO REGION),80 and over,28860.4
3,2013,REGION XI (DAVAO REGION),0-4,530239.2
3,2013,REGION XI (DAVAO REGION),10-14,495155.6
3,2013,REGION XI (DAVAO REGION),15-19,486552.4
3,2013,REGION XI (DAVAO REGION),20-24,452199.8
3,2013,REGION XI (DAVAO REGION),25-29,397844.2
3,2013,REGION XI (DAVAO REGION),30-34,343177.0
3,2013,REGION XI (DAVAO REGION),35-39,307913.4
3,2013,REGION XI (DAVAO REGION),40-44,271732.4
3,2013,REGION XI (DAVAO REGION),45-49,239223.2
3,2013,REGION XI (DAVAO REGION),5-9,518846.8
3,2013,REGION XI (DAVAO REGION),50-54,201984.8
3,2013,REGION XI (DAVAO REGION),55-59,163223.2
3,2013,REGION XI (DAVAO REGION),60-64,120799.6
3,2013,REGION XI (DAVAO REGION),65-69,80271.4
3,2013,REGION XI (DAVAO REGION),70-74,53122.4
3,2013,REGION XI (DAVAO REGION),75-79,34588.8
3,2013,REGION XI (DAVAO REGION),80 and over,29890.6
4,2014,REGION XI (DAVAO REGION),0-4,533885.6
4,2014,REGION XI (DAVAO REGION),10-14,499840.8
4,2014,REGION XI (DAVAO REGION),15-19,489303.2
4,2014,REGION XI (DAVAO REGION),20-24,459266.4
4,2014,REGION XI (DAVAO REGION),25-29,409925.6
4,2014,REGION XI (DAVAO REGION),30-34,348636.0
4,2014,REGION XI (DAVAO REGION),35-39,313251.2
4,2014,REGION XI (DAVAO REGION),40-44,275243.2
4,2014,REGION XI (DAVAO REGION),45-49,244197.6
4,2014,REGION XI (DAVAO REGION),5-9,526662.4
4,2014,REGION XI (DAVAO REGION),50-54,205846.4
4,2014,REGION XI (DAVAO REGION),55-59,168897.6
4,2014,REGION XI (DAVAO REGION),60-64,126532.8
4,2014,REGION XI (DAVAO REGION),65-69,84195.2
4,2014,REGION XI (DAVAO REGION),70-74,53663.2
4,2014,REGION XI (DAVAO REGION),75-79,36018.4
4,2014,REGION XI (DAVAO REGION),80 and over,30920.8
5,2015,REGION XI (DAVAO REGION),0-4,537532.0
5,2015,REGION XI (DAVAO REGION),10-14,504526.0
5,2015,REGION XI (DAVAO REGION),15-19,492054.0
5,2015,REGION XI (DAVAO REGION),20-24,466333.0
5,2015,REGION XI (DAVAO REGION),25-29,422007.0
5,2015,REGION XI (DAVAO REGION),30-34,354095.0
5,2015,REGION XI (DAVAO REGION),35-39,318589.0
5,2015,REGION XI (DAVAO REGION),40-44,278754.0
5,2015,REGION XI (DAVAO REGION),45-49,249172.0
5,2015,REGION XI (DAVAO REGION),5-9,534478.0
5,2015,REGION XI (DAVAO REGION),50-54,209708.0
5,2015,REGION XI (DAVAO REGION),55-59,174572.0
5,2015,REGION XI (DAVAO REGION),60-64,132266.0
5,2015,REGION XI (DAVAO REGION),65-69,88119.0
5,2015,REGION XI (DAVAO REGION),70-74,54204.0
5,2015,REGION XI (DAVAO REGION),75-79,37448.0
5,2015,REGION XI (DAVAO REGION),80 and over,31951.0
6,2016,REGION XI (DAVAO REGION),0-4,541498.0
6,2016,REGION XI (DAVAO REGION),10-14,511069.0
6,2016,REGION XI (DAVAO REGION),15-19,494275.0
6,2016,REGION XI (DAVAO REGION),20-24,468485.0
6,2016,REGION XI (DAVAO REGION),25-29,426329.0
6,2016,REGION XI (DAVAO REGION),30-34,363554.0
6,2016,REGION XI (DAVAO REGION),35-39,326900.0
6,2016,REGION XI (DAVAO REGION),40-44,284635.0
6,2016,REGION XI (DAVAO REGION),45-49,254367.0
6,2016,REGION XI (DAVAO REGION),5-9,539184.0
6,2016,REGION XI (DAVAO REGION),50-54,215023.0
6,2016,REGION XI (DAVAO REGION),55-59,179830.0
6,2016,REGION XI (DAVAO REGION),60-64,137504.0
6,2016,REGION XI (DAVAO REGION),65-69,93542.0
6,2016,REGION XI (DAVAO REGION),70-74,58370.0
6,2016,REGION XI (DAVAO REGION),75-79,39402.0
6,2016,REGION XI (DAVAO REGION),80 and over,33353.0
7,2017,REGION XI (DAVAO REGION),0-4,545263.0
7,2017,REGION XI (DAVAO REGION),10-14,517501.0
7,2017,REGION XI (DAVAO REGION),15-19,496270.0
7,2017,REGION XI (DAVAO REGION),20-24,470439.0
7,2017,REGION XI (DAVAO REGION),25-29,430557.0
7,2017,REGION XI (DAVAO REGION),30-34,373113.0
7,2017,REGION XI (DAVAO REGION),35-39,335288.0
7,2017,REGION XI (DAVAO REGION),40-44,290529.0
7,2017,REGION XI (DAVAO REGION),45-49,259566.0
7,2017,REGION XI (DAVAO REGION),5-9,543714.0
7,2017,REGION XI (DAVAO REGION),50-54,220367.0
7,2017,REGION XI (DAVAO REGION),55-59,185134.0
7,2017,REGION XI (DAVAO REGION),60-64,142816.0
7,2017,REGION XI (DAVAO REGION),65-69,99076.0
7,2017,REGION XI (DAVAO REGION),70-74,62623.0
7,2017,REGION XI (DAVAO REGION),75-79,41388.0
7,2017,REGION XI (DAVAO REGION),80 and over,34775.0
8,2018,REGION XI (DAVAO REGION),0-4,548847.0
8,2018,REGION XI (DAVAO REGION),10-14,523844.0
8,2018,REGION XI (DAVAO REGION),15-19,498046.0
8,2018,REGION XI (DAVAO REGION),20-24,472197.0
8,2018,REGION XI (DAVAO REGION),25-29,434694.0
8,2018,REGION XI (DAVAO REGION),30-34,382794.0
8,2018,REGION XI (DAVAO REGION),35-39,343781.0
8,2018,REGION XI (DAVAO REGION),40-44,296453.0
8,2018,REGION XI (DAVAO REGION),45-49,264784.0
8,2018,REGION XI (DAVAO REGION),5-9,548075.0
8,2018,REGION XI (DAVAO REGION),50-54,225756.0
8,2018,REGION XI (DAVAO REGION),55-59,190502.0
8,2018,REGION XI (DAVAO REGION),60-64,148218.0
8,2018,REGION XI (DAVAO REGION),65-69,104730.0
8,2018,REGION XI (DAVAO REGION),70-74,66980.0
8,2018,REGION XI (DAVAO REGION),75-79,43418.0
8,2018,REGION XI (DAVAO REGION),80 and over,36223.0
9,2019,REGION XI (DAVAO REGION),0-4,552242.0
9,2019,REGION XI (DAVAO REGION),10-14,530093.0
9,2019,REGION XI (DAVAO REGION),15-19,499604.0
9,2019,REGION XI (DAVAO REGION),20-24,473767.0
9,2019,REGION XI (DAVAO REGION),25-29,438739.0
9,2019,REGION XI (DAVAO REGION),30-34,392600.0
9,2019,REGION XI (DAVAO REGION),35-39,352375.0
9,2019,REGION XI (DAVAO REGION),40-44,302410.0
9,2019,REGION XI (DAVAO REGION),45-49,270022.0
9,2019,REGION XI (DAVAO REGION),5-9,552274.0
9,2019,REGION XI (DAVAO REGION),50-54,231187.0
9,2019,REGION XI (DAVAO REGION),55-59,195934.0
9,2019,REGION XI (DAVAO REGION),60-64,153713.0
9,2019,REGION XI (DAVAO REGION),65-69,110511.0
9,2019,REGION XI (DAVAO REGION),70-74,71435.0
9,2019,REGION XI (DAVAO REGION),75-79,45482.0
9,2019,REGION XI (DAVAO REGION),80 and over,37693.0
10,2020,REGION XI (DAVAO REGION),0-4,555461.0
10,2020,REGION XI (DAVAO REGION),10-14,536275.0
10,2020,REGION XI (DAVAO REGION),15-19,500950.0
10,2020,REGION XI (DAVAO REGION),20-24,475145.0
10,2020,REGION XI (DAVAO REGION),25-29,442700.0
10,2020,REGION XI (DAVAO REGION),30-34,402548.0
10,2020,REGION XI (DAVAO REGION),35-39,361095.0
10,2020,REGION XI (DAVAO REGION),40-44,308420.0
10,2020,REGION XI (DAVAO REGION),45-49,275296.0
10,2020,REGION XI (DAVAO REGION),5-9,556324.0
10,2020,REGION XI (DAVAO REGION),50-54,236677.0
10,2020,REGION XI (DAVAO REGION),55-59,201440.0
10,2020,REGION XI (DAVAO REGION),60-64,159312.0
10,2020,REGION XI (DAVAO REGION),65-69,116427.0
10,2020,REGION XI (DAVAO REGION),70-74,76006.0
10,2020,REGION XI (DAVAO REGION),75-79,47594.0
10,2020,REGION XI (DAVAO REGION),80 and over,39199.0
11,2021,REGION XI (DAVAO REGION),0-4,558484.0
11,2021,REGION XI (DAVAO REGION),10-14,542350.0
11,2021,REGION XI (DAVAO REGION),15-19,502076.0
11,2021,REGION XI (DAVAO REGION),20-24,476321.0
11,2021,REGION XI (DAVAO REGION),25-29,446560.0
11,2021,REGION XI (DAVAO REGION),30-34,412590.0
11,2021,REGION XI (DAVAO REGION),35-39,369896.0
11,2021,REGION XI (DAVAO REGION),40-44,314448.0
11,2021,REGION XI (DAVAO REGION),45-49,280576.0
11,2021,REGION XI (DAVAO REGION),5-9,560199.0
11,2021,REGION XI (DAVAO REGION),50-54,242196.0
11,2021,REGION XI (DAVAO REGION),55-59,206995.0
11,2021,REGION XI (DAVAO REGION),60-64,164987.0
11,2021,REGION XI (DAVAO REGION),65-69,122452.0
11,2021,REGION XI (DAVAO REGION),70-74,80662.0
11,2021,REGION XI (DAVAO REGION),75-79,49741.0
11,2021,REGION XI (DAVAO REGION),80 and over,40721.0
12,2022,REGION XI (DAVAO REGION),0-4,561316.0
12,2022,REGION XI (DAVAO REGION),10-14,548339.0
12,2022,REGION XI (DAVAO REGION),15-19,502984.0
12,2022,REGION XI (DAVAO REGION),20-24,477299.0
12,2022,REGION XI (DAVAO REGION),25-29,450323.0
12,2022,REGION XI (DAVAO REGION),30-34,422748.0
12,2022,REGION XI (DAVAO REGION),35-39,378798.0
12,2022,REGION XI (DAVAO REGION),40-44,320511.0
12,2022,REGION XI (DAVAO REGION),45-49,285875.0
12,2022,REGION XI (DAVAO REGION),5-9,563913.0
12,2022,REGION XI (DAVAO REGION),50-54,247761.0
12,2022,REGION XI (DAVAO REGION),55-59,212611.0
12,2022,REGION XI (DAVAO REGION),60-64,170749.0
