Region,Year,Pop_Age_<25,Pop_Age_25-34,Pop_Age_35-44,Pop_Age_45-54,Pop_Age_55-64,Pop_Age_65 and above,Age_<25,Age_25-34,Age_35-44,Age_45-54,Age_55-64,Age_65 and above,propensity__<25,propensity__25-34,propensity__35-44,propensity__45-54,propensity__55-64,propensity__65 and above
I - Ilocos,2019,2456148.0,794829.0,666150.0,540851.0,395307.0,372515.0,0.0,40.0,186.0,221.0,266.0,390.0,0.0,5.0325290093844085e-05,0.00027921639270434587,0.00040861531179567015,0.0006728947375078104,0.0010469377072064212
I - Ilocos,2020,2459934.0,803588.0,674204.0,547144.0,403867.0,382070.0,0.0,34.0,180.0,227.0,263.0,399.0,0.0,4.231023857996884e-05,0.00026698150708094284,0.0004148816399339114,0.0006512044806829972,0.0010443112518648415
II - Cagayan,2010,1663300.0,491200.0,409900.0,327000.0,194300.0,154500.0,0.0,1.0,113.0,263.0,217.0,131.0,0.0,2.035830618892508e-06,0.0002756769943888753,0.0008042813455657492,0.001116829644879053,0.0008478964401294498
II - Cagayan,2011,1672215.6,498234.8,415511.0,332359.0,204039.59999999998,159293.6,0.0,1.0,123.0,263.0,217.0,137.0,0.0,2.007085815763973e-06,0.0002960210439675484,0.0007913130079221565,0.0010635190423819692,0.0008600471079817394
II - Cagayan,2012,1681131.2,505269.6,421122.0,337718.0,213779.2,164087.2,0.0,3.0,133.0,266.0,220.0,133.0,0.0,5.937424297840203e-06,0.00031582296816599464,0.0007876393914449334,0.00102909918270814,0.0008105446372416617
II - Cagayan,2013,1690046.8,512304.4,426733.0,343077.0,223518.8,168880.8,0.0,3.0,136.0,270.0,220.0,152.0,0.0,5.85589348832452e-06,0.00031870045203909707,0.0007869953392387132,0.000984257252633783,0.0009000431073277721
II - Cagayan,2014,1698962.4,519339.19999999995,432344.0,348436.0,233258.4,173674.4,0.0,8.0,141.0,268.0,219.0,152.0,0.0,1.5404190555998854e-05,0.0003261291934200544,0.0007691512932073609,0.0009388729409101666,0.0008752009507446118
II - Cagayan,2015,1707878.0,526374.0,437955.0,353795.0,242998.0,178468.0,0.0,37.0,252.0,315.0,248.0,216.0,0.0,7.02922256798398e-05,0.0005754015823543515,0.0008903461043824814,0.0010205845315599306,0.0012103010063428737
II - Cagayan,2016,1714169.0,535836.0,445199.0,359909.0,250555.0,187994.0,0.0,38.0,251.0,318.0,245.0,214.0,0.0,7.09172209407356e-05,0.000563792820738591,0.0008835566768266423,0.0009778292191335235,0.0011383342021553879
II - Cagayan,2017,1719011.0,545045.0,452214.0,365825.0,258049.0,197559.0,0.0,38.0,250.0,317.0,245.0,213.0,0.0,6.97190140263648e-05,0.0005528356043819962,0.0008665345452060411,0.0009494320846040868,0.0010781589297374455
II - Cagayan,2018,1722442.0,554031.0,459021.0,371552.0,265488.0,207181.0,0.0,35.0,130.0,142.0,151.0,157.0,0.0,6.31733603354325e-05,0.00028321144348515643,0.00038218069072431317,0.000568763936599771,0.0007577914963244699
II - Cagayan,2019,1724491.0,562776.0,465611.0,377094.0,272872.0,216845.0,0.0,26.0,126.0,134.0,166.0,163.0,0.0,4.619955364123559e-05,0.0002706121633724289,0.0003553490641590691,0.0006083438388695065,0.0007516889944430353
II - Cagayan,2020,1725196.0,571303.0,472005.0,382461.0,280210.0,226566.0,0.0,22.0,122.0,135.0,171.0,165.0,0.0,3.8508462234576046e-05,0.0002584718382220527,0.00035297716629930894,0.0006102565932693337,0.0007282646116363444
III - C. Luzon,2010,5239400.0,1616600.0,1343600.0,985700.0,606500.0,446500.0,0.0,2.0,400.0,816.0,556.0,415.0,0.0,1.2371644191513053e-06,0.00029770765108663293,0.0008278380846099218,0.0009167353668590272,0.0009294512877939529
III - C. Luzon,2011,5291247.6,1648310.6,1369954.4,1019095.3999999999,633625.0,468220.8,0.0,2.0,427.0,818.0,555.0,408.0,0.0,1.2133635493213475e-06,0.00031168920658965,0.0008026726447788893,0.0008759124087591241,0.000871383757406762
III - C. Luzon,2012,5343095.199999999,1680021.2,1396308.8,1052490.7999999998,660750.0,489941.6,0.0,6.0,475.0,821.0,559.0,407.0,0.0,3.571383503970069e-06,0.0003401826300887024,0.0007800543244653542,0.0008460083238743852,0.0008307112521165788
III - C. Luzon,2013,5394942.800000001,1711731.8,1422663.2,1085886.2000000002,687875.0,511662.4,0.0,12.0,495.0,816.0,560.0,459.0,0.0,7.010444042694072e-06,0.0003479389921662415,0.0007514599596163943,0.0008141013992367799,0.0008970758844112837
III - C. Luzon,2014,5446790.4,1743442.4,1449017.6,1119281.6,715000.0,533383.2,0.0,15.0,505.0,813.0,555.0,459.0,0.0,8.603668237046432e-06,0.0003485119849475948,0.0007263587644074556,0.0007762237762237763,0.0008605445390855956
III - C. Luzon,2015,5498638.0,1775153.0,1475372.0,1152677.0,742125.0,555104.0,6.0,130.0,943.0,1069.0,680.0,936.0,1.0911793065846487e-06,7.323312413070873e-05,0.0006391608353689781,0.0009274063766345646,0.0009162876873842008,0.001686170519398167
III - C. Luzon,2016,5551385.0,1819020.0,1511266.0,1187122.0,777976.0,590673.0,6.0,150.0,959.0,1068.0,671.0,937.0,1.0808113650917745e-06,8.246198502490352e-05,0.0006345673097919229,0.0008996547953790765,0.0008624944728372083,0.001586326105984191
III - C. Luzon,2017,5597665.0,1861913.0,1546297.0,1221065.0,814000.0,626702.0,6.0,168.0,985.0,1082.0,664.0,934.0,1.0718755052329856e-06,9.022977980174154e-05,0.0006370056981291434,0.0008861117139546216,0.0008157248157248157,0.0014903415020216945
III - C. Luzon,2018,5637745.0,1903932.0,1580549.0,1254578.0,850275.0,663235.0,4.0,153.0,618.0,568.0,392.0,625.0,7.095035337710378e-07,8.036001285760205e-05,0.0003910033792055798,0.00045274187814548,0.00046102731469230545,0.0009423507504881377
III - C. Luzon,2019,5671765.0,1945057.0,1614030.0,1287646.0,886751.0,700245.0,1.0,121.0,583.0,590.0,422.0,643.0,1.7631195932835723e-07,6.220897382441748e-05,0.0003612076603284945,0.0004582004681410885,0.00047589458596607165,0.0009182500410570586
III - C. Luzon,2020,5699906.0,1985382.0,1646816.0,1320343.0,923493.0,737778.0,1.0,103.0,567.0,598.0,439.0,652.0,1.754414897368483e-07,5.187918496289379e-05,0.0003443007597691545,0.00045291261437368927,0.00047536906072920965,0.0008837346735738936
IVA - Calabarzon,2010,6578100.0,2106500.0,1677000.0,1205500.0,711400.0,483500.0,1.0,15.0,398.0,732.0,551.0,395.0,1.520195801219197e-07,7.120816520294327e-06,0.00023732856290995826,0.0006072169224388221,0.0007745290975541187,0.0008169596690796277
IVA - Calabarzon,2011,6685831.199999999,2161642.8,1730071.6,1249113.4,751475.6,508904.6,1.0,20.0,409.0,736.0,555.0,452.0,1.4957003401461886e-07,9.25222243008882e-06,0.00023640640075243128,0.0005892179204866428,0.0007385469335265177,0.0008881821858163593
IVA - Calabarzon,2012,6793562.3999999985,2216785.5999999996,1783143.2000000002,1292726.8,791551.2,534309.2,1.0,30.0,436.0,730.0,548.0,436.0,1.4719817690936353e-07,1.3533108479232274e-05,0.00024451205040627134,0.0005646978155013109,0.0006923115017701951,0.0008160069113539502
IVA - Calabarzon,2013,6901293.6000000015,2271928.4000000004,1836214.7999999998,1336340.2,831626.8,559713.8,1.0,30.0,441.0,764.0,571.0,495.0,1.4490037056241164e-07,1.3204641484300296e-05,0.0002401679803473973,0.000571710706600011,0.0006866060593525846,0.0008843805530612251
IVA - Calabarzon,2014,7009024.800000001,2327071.2,1889286.4,1379953.6,871702.4,585118.4,2.0,33.0,453.0,761.0,571.0,488.0,2.8534640082882853e-07,1.4180915478649729e-05,0.00023977306987442456,0.0005514678174686453,0.000655040068720701,0.0008340192343976876
IVA - Calabarzon,2015,7116756.0,2382214.0,1942358.0,1423567.0,911778.0,610523.0,4.0,112.0,1009.0,1219.0,803.0,722.0,5.620538346403895e-07,4.7015087645358476e-05,0.0005194716936836567,0.0008562997034913004,0.0008806968362912902,0.0011825926295979021
IVA - Calabarzon,2016,7218717.0,2436779.0,1993393.0,1477904.0,957964.0,656929.0,4.0,123.0,1024.0,1216.0,807.0,717.0,5.541150872100956e-07,5.0476469142257055e-05,0.0005136969980330021,0.0008227868657233487,0.0008424116146327001,0.0010914421497604763
IVA - Calabarzon,2017,7311999.0,2489482.0,2043146.0,1531964.0,1004466.0,704228.0,4.0,131.0,1036.0,1224.0,797.0,739.0,5.470460266747849e-07,5.2621388706566266e-05,0.0005070611693926914,0.0007989743884321041,0.0007934564236121482,0.0010493760543460356
IVA - Calabarzon,2018,7397030.0,2540472.0,2091768.0,1585853.0,1051354.0,752467.0,2.0,105.0,650.0,670.0,454.0,470.0,2.703787871618744e-07,4.133090228902346e-05,0.0003107419178417492,0.00042248556455106497,0.00043182410491613674,0.0006246121092353552
IVA - Calabarzon,2019,7473957.0,2589744.0,2139249.0,1639535.0,1098594.0,801594.0,2.0,84.0,599.0,688.0,486.0,492.0,2.675958665536877e-07,3.2435638426037476e-05,0.00028000480542470744,0.00041963117591268254,0.00044238362852882867,0.0006137770492294104
IVA - Calabarzon,2020,7543095.0,2637423.0,2185713.0,1693125.0,1146262.0,851681.0,2.0,71.0,576.0,691.0,508.0,503.0,2.6514315410318975e-07,2.692021719686224e-05,0.0002635295667820981,0.00040812107788851975,0.0004431796570068623,0.0005905967140279048
IX - Zamboanga,2010,1945900.0,480600.0,405800.0,303600.0,180100.0,135200.0,0.0,0.0,95.0,118.0,116.0,85.0,0.0,0.0,0.00023410547067520947,0.00038866930171278,0.0006440866185452527,0.000628698224852071
IX - Zamboanga,2011,1954266.0,486924.4,408154.8,309370.8,187296.59999999998,140113.4,0.0,0.0,95.0,117.0,116.0,101.0,0.0,0.0,0.00023275482733511893,0.0003781869523562017,0.0006193385250986938,0.0007208446872319136
IX - Zamboanga,2012,1962631.9999999998,493248.8,410509.6,315141.6,194493.2,145026.8,0.0,1.0,113.0,143.0,135.0,113.0,0.0,2.027374420373653e-06,0.0002752676185891877,0.0004537642761222257,0.0006941116707422162,0.0007791663333949312
IX - Zamboanga,2013,1970998.0000000002,499573.19999999995,412864.4,320912.4,201689.8,149940.2,0.0,1.0,113.0,143.0,135.0,113.0,0.0,2.001708658510905e-06,0.00027369761112849643,0.0004456044702541877,0.000669344706574155,0.000753633782001091
IX - Zamboanga,2014,1979364.0,505897.6,415219.2,326683.2,208886.40000000002,154853.6,0.0,2.0,114.0,143.0,135.0,114.0,0.0,3.953369219383528e-06,0.0002745537778599833,0.0004377329473936829,0.0006462842961533157,0.0007361792040998724
IX - Zamboanga,2015,1987730.0,512222.0,417574.0,332454.0,216083.0,159767.0,0.0,81.0,248.0,221.0,186.0,141.0,0.0,0.0001581345588436264,0.0005939067087510237,0.0006647536200496911,0.0008607803482920915,0.0008825351918731653
